PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"39651794","Tethered","Earnest M.","N Engl J Med. 2024 Dec 12;391(23):2185-2187. doi: 10.1056/NEJMp2407745. Epub 2024 Dec 7.","Earnest M","N Engl J Med","2024","2024/12/09","","","10.1056/NEJMp2407745"
"38251789","Heartbeat","Glass M.","N Engl J Med. 2024 Jan 25;390(4):298-299. doi: 10.1056/NEJMp2311762. Epub 2024 Jan 20.","Glass M","N Engl J Med","2024","2024/01/22","","","10.1056/NEJMp2311762"
"39778169","Clearance of Driver Mutations after Transplantation for Myelofibrosis","Gagelmann N, Quarder M, Badbaran A, Rathje K, Janson D, Lück C, Richter J, Marquard F, Oechsler S, Massoud R, Klyuchnikov E, Rudolph I, Schäfersküpper M, Niederwieser C, Heidenreich S, Berger C, Fehse B, Wolschke C, Ayuk F, Kröger N.","N Engl J Med. 2025 Jan 9;392(2):150-160. doi: 10.1056/NEJMoa2408941.","Gagelmann N","N Engl J Med","2025","2025/01/08","","","10.1056/NEJMoa2408941"
"40466062","Corynebacterium diphtheriae Outbreak in Migrant Populations in Europe","Hoefer A, Seth-Smith H, Palma F, Schindler S, Freschi L, Dangel A, Berger A, D'Aeth J, Cordery R, Delgado-Rodriguez E, Gruner E, Flury D, Hinic V, Kofler J, Lienhard R, Mariman R, Nolte O, Schibli A, Toubiana J, Traugott M, Jacquinet S, Indra A, Fry NK, Palm D, Sing A, Brisse S, Egli A; 2022 European Diphtheria Consortium.","N Engl J Med. 2025 Jun 19;392(23):2334-2345. doi: 10.1056/NEJMoa2311981. Epub 2025 Jun 4.","Hoefer A","N Engl J Med","2025","2025/06/04","","","10.1056/NEJMoa2311981"
"40305710","Identification of Hepatic-like EPO as a Cause of Polycythemia","Martin L, Maric D, Idriss S, Delamare M, Le Roy A, Maaziz N, Caillaud A, Si-Tayeb K, Robriquet F, Lenglet M, Erceau L, Bellanné-Chantelot C, Plo I, Aral B, Garrec C, Airaud F, Gianfermi C, Antunes V, Keppner A, Vincent SM, Desfontaine A, Modé N, Laporte F, Gaignerie A, Chariau C, Leray I, Rogue C, David L, Redon R, Bézieau S, Mansour-Hendili L, Galactéros F, Maillet T, Pasquet M, Cougoul P, Nloga AM, Gardin C, Guitton C, Dubruille V, Giacobbi-Milet V, Leblanc T, Kaya Z, Semama D, James C, Carillo S, Ochmann M, Waage A, Mortier E, Maillasson M, Quéméner A, Cario H, Skoda RC, Zermati Y, Hoogewijs D, Marchand A, Girodon F, Gardie B.","N Engl J Med. 2025 May 1;392(17):1684-1697. doi: 10.1056/NEJMoa2414954.","Martin L","N Engl J Med","2025","2025/04/30","","","10.1056/NEJMoa2414954"
"41144631","Transcatheter or Surgical Aortic-Valve Replacement in Low-Risk Patients at 7 Years","Leon MB, Mack MJ, Pibarot P, Hahn RT, Thourani VH, Kodali SH, Généreux P, Kapadia SR, Cohen DJ, Pocock SJ, Zhang Y, Szerlip M, Ternacle J, Malaisrie SC, Herrmann HC, Szeto WY, Russo MJ, Babaliaros V, Nazif T, Webb JG, Makkar RR; PARTNER 3 Investigators.","N Engl J Med. 2025 Oct 27. doi: 10.1056/NEJMoa2509766. Online ahead of print.","Leon MB","N Engl J Med","2025","2025/10/27","","","10.1056/NEJMoa2509766"
"41124203","Subretinal Photovoltaic Implant to Restore Vision in Geographic Atrophy Due to AMD","Holz FG, Le Mer Y, Muqit MMK, Hattenbach LO, Cusumano A, Grisanti S, Kodjikian L, Pileri MA, Matonti F, Souied E, Stanzel BV, Szurman P, Weber M, Bartz-Schmidt KU, Eter N, Delyfer MN, Girmens JF, van Overdam KA, Wolf A, Hornig R, Corazzol M, Brodie F, Olmos de Koo L, Palanker D, Sahel JA.","N Engl J Med. 2025 Oct 20:10.1056/NEJMoa2501396. doi: 10.1056/NEJMoa2501396. Online ahead of print.","Holz FG","N Engl J Med","2025","2025/10/22","PMC7618305","EMS207931","10.1056/NEJMoa2501396"
"39465900","APOL1 Bi- and Monoallelic Variants and Chronic Kidney Disease in West Africans","Gbadegesin RA, Ulasi I, Ajayi S, Raji Y, Olanrewaju T, Osafo C, Ademola AD, Asinobi A, Winkler CA, Burke D, Arogundade F, Ekem I, Plange-Rhule J, Mamven M, Matekole M, Amodu O, Cooper R, Antwi S, Adeyemo AA, Ilori TO, Adabayeri V, Nyarko A, Ghansah A, Amira T, Solarin A, Awobusuyi O, Kimmel PL, Brosius FC, Makusidi M, Odenigbo U, Kretzler M, Hodgin JB, Pollak MR, Boima V, Freedman BI, Palmer ND, Collins B, Phadnis M, Smith J, Agwai CI, Okoye O, Abdu A, Wilson J, Williams W, Salako BL, Parekh RS, Tayo B, Adu D, Ojo A; H3Africa Kidney Disease Research Network.","N Engl J Med. 2025 Jan 16;392(3):228-238. doi: 10.1056/NEJMoa2404211. Epub 2024 Oct 26.","Gbadegesin RA","N Engl J Med","2025","2024/10/28","PMC11735277","NIHMS2022401","10.1056/NEJMoa2404211"
"40689459","The Promise of Real-World Data for Research - What Are We Missing?","Abbasi AB, Curtis LH, Califf RM.","N Engl J Med. 2025 Jul 24;393(4):318-321. doi: 10.1056/NEJMp2416479. Epub 2025 Jul 19.","Abbasi AB","N Engl J Med","2025","2025/07/21","","","10.1056/NEJMp2416479"
"40208922","Generative AI in Medicine - Evaluating Progress and Challenges","Maddox TM, Embí P, Gerhart J, Goldsack J, Parikh RB, Sarich TC.","N Engl J Med. 2025 Jun 26;392(24):2479-2483. doi: 10.1056/NEJMsb2503956. Epub 2025 Apr 10.","Maddox TM","N Engl J Med","2025","2025/04/10","","","10.1056/NEJMsb2503956"
"40521798","Unrest","Callahan KP.","N Engl J Med. 2025 Jun 19;392(23):2293-2295. doi: 10.1056/NEJMp2416811. Epub 2025 Jun 14.","Callahan KP","N Engl J Med","2025","2025/06/16","","","10.1056/NEJMp2416811"
"41406443","Measles","Marwah HK, Pearl A, Burke AE, Koscal N, Ling E, Baden LR.","N Engl J Med. 2025 Dec 18;393(24):e40. doi: 10.1056/NEJMp2515352.","Marwah HK","N Engl J Med","2025","2025/12/17","","","10.1056/NEJMp2515352"
"38557594","Nazism and the Journal","Abi-Rached JM, Brandt AM.","N Engl J Med. 2024 Apr 4;390(13):1157-1161. doi: 10.1056/NEJMp2307319. Epub 2024 Mar 30.","Abi-Rached JM","N Engl J Med","2024","2024/04/01","","","10.1056/NEJMp2307319"
"38624029","Silver Resident","Manian FA.","N Engl J Med. 2024 Apr 18;390(15):1356-1357. doi: 10.1056/NEJMp2313554. Epub 2024 Apr 13.","Manian FA","N Engl J Med","2024","2024/04/16","","","10.1056/NEJMp2313554"
"39665654","Blast Injuries","Ortega R, Vietor R, Arbelaez C, Feliu D, Nozari A, Ortoleva J.","N Engl J Med. 2024 Dec 12;391(23):e58. doi: 10.1056/NEJMvcm2408353.","Ortega R","N Engl J Med","2024","2024/12/12","","","10.1056/NEJMvcm2408353"
"40334193","Judicial Invalidation of the FDA's Laboratory-Developed Test Rule - Legal and Public Health Consequences","Sachs RE, Sharfstein JM, Zettler PJ.","N Engl J Med. 2025 May 29;392(20):e49. doi: 10.1056/NEJMp2504926. Epub 2025 May 7.","Sachs RE","N Engl J Med","2025","2025/05/07","","","10.1056/NEJMp2504926"
"38507752","Intrathecal Gene Therapy for Giant Axonal Neuropathy","Bharucha-Goebel DX, Todd JJ, Saade D, Norato G, Jain M, Lehky T, Bailey RM, Chichester JA, Calcedo R, Armao D, Foley AR, Mohassel P, Tesfaye E, Carlin BP, Seremula B, Waite M, Zein WM, Huryn LA, Crawford TO, Sumner CJ, Hoke A, Heiss JD, Charnas L, Hooper JE, Bouldin TW, Kang EM, Rybin D, Gray SJ, Bönnemann CG; GAN Trial Team.","N Engl J Med. 2024 Mar 21;390(12):1092-1104. doi: 10.1056/NEJMoa2307952.","Bharucha-Goebel DX","N Engl J Med","2024","2024/03/20","PMC11973737","NIHMS2065177","10.1056/NEJMoa2307952"
"40834328","The Consultant","Adzemovic T.","N Engl J Med. 2025 Aug 16. doi: 10.1056/NEJMp2502400. Online ahead of print.","Adzemovic T","N Engl J Med","2025","2025/08/20","","","10.1056/NEJMp2502400"
"39804240","Schrödinger's Cancer","Earnest M.","N Engl J Med. 2025 Jan 16;392(3):214-215. doi: 10.1056/NEJMp2408841. Epub 2025 Jan 11.","Earnest M","N Engl J Med","2025","2025/01/13","","","10.1056/NEJMp2408841"
"40902164","Ultrasound-Guided Paracentesis","Kumar A, Dancel R, Galen BT, Patel SA, Ma IWY, Cool JA.","N Engl J Med. 2025 Sep 4;393(9):e11. doi: 10.1056/NEJMvcm2119156.","Kumar A","N Engl J Med","2025","2025/09/03","","","10.1056/NEJMvcm2119156"
"40353580","Driving Jackson","Raghavan R.","N Engl J Med. 2025 May 15;392(19):1879-1881. doi: 10.1056/NEJMp2414963. Epub 2025 May 10.","Raghavan R","N Engl J Med","2025","2025/05/12","","","10.1056/NEJMp2414963"
"39778167","Led Astray","Cheung A, Knoper K, Ling E, Solomon CG.","N Engl J Med. 2025 Jan 9;392(2):e7. doi: 10.1056/NEJMp2414533.","Cheung A","N Engl J Med","2025","2025/01/08","","","10.1056/NEJMp2414533"
"39774320","Heating Up IDH-Mutant Gliomas","Platten M, Bunse L.","N Engl J Med. 2024 Dec 5;391(22):2170-2172. doi: 10.1056/NEJMcibr2410562.","Platten M","N Engl J Med","2024","2025/01/08","","","10.1056/NEJMcibr2410562"
"39536237","Eugenics, Nazism, and the Journal","Reede JY, Rubin EJ, Jones DS, Lombardo PA, Brandt AM, Abi-Rached JM.","N Engl J Med. 2024 Nov 14;391(19):e50. doi: 10.1056/NEJMp2413484.","Reede JY","N Engl J Med","2024","2024/11/13","","","10.1056/NEJMp2413484"
"39297552","How DNA Sensing Drives Inflammation","Vance RE.","N Engl J Med. 2024 Oct 17;391(15):1456-1458. doi: 10.1056/NEJMcibr2410049. Epub 2024 Sep 19.","Vance RE","N Engl J Med","2024","2024/09/19","","","10.1056/NEJMcibr2410049"
"39565995","Climate Change, Floods, and Human Health","Wu Y, Wen B, Gasevic D, Patz JA, Haines A, Ebi KL, Murray V, Li S, Guo Y.","N Engl J Med. 2024 Nov 21;391(20):1949-1958. doi: 10.1056/NEJMsr2402457.","Wu Y","N Engl J Med","2024","2024/11/20","","","10.1056/NEJMsr2402457"
"38899694","APOE3 Christchurch Heterozygosity and Autosomal Dominant Alzheimer's Disease","Quiroz YT, Aguillon D, Aguirre-Acevedo DC, Vasquez D, Zuluaga Y, Baena AY, Madrigal L, Hincapié L, Sanchez JS, Langella S, Posada-Duque R, Littau JL, Villalba-Moreno ND, Vila-Castelar C, Ramirez Gomez L, Garcia G, Kaplan E, Rassi Vargas S, Ossa JA, Valderrama-Carmona P, Perez-Corredor P, Krasemann S, Glatzel M, Kosik KS, Johnson K, Sperling RA, Reiman EM, Sepulveda-Falla D, Lopera F, Arboleda-Velasquez JF.","N Engl J Med. 2024 Jun 20;390(23):2156-2164. doi: 10.1056/NEJMoa2308583.","Quiroz YT","N Engl J Med","2024","2024/06/20","PMC12640232","NIHMS2112807","10.1056/NEJMoa2308583"
"39330962","Celebrating Public Health","Rubin EJ.","N Engl J Med. 2024 Oct 24;391(16):1470-1471. doi: 10.1056/NEJMp2412061. Epub 2024 Sep 26.","Rubin EJ","N Engl J Med","2024","2024/09/27","","","10.1056/NEJMp2412061"
"39115096","Family History: Unknown","Abruzzo AR.","N Engl J Med. 2024 Aug 8;391(6):489-491. doi: 10.1056/NEJMp2400316. Epub 2024 Aug 3.","Abruzzo AR","N Engl J Med","2024","2024/08/08","","","10.1056/NEJMp2400316"
"39494808","I Am Nothing","Sampat HN.","N Engl J Med. 2024 Nov 7;391(18):1670-1671. doi: 10.1056/NEJMp2405897. Epub 2024 Nov 2.","Sampat HN","N Engl J Med","2024","2024/11/04","","","10.1056/NEJMp2405897"
"38884335","The Maternal Crossroad","Mattei LH.","N Engl J Med. 2024 Jun 20;390(23):2139-2141. doi: 10.1056/NEJMp2400914. Epub 2024 Jun 15.","Mattei LH","N Engl J Med","2024","2024/06/17","","","10.1056/NEJMp2400914"
"38968098","To Forgive, Divine","Johnson V.","N Engl J Med. 2024 Jul 4;391(1):6-7. doi: 10.1056/NEJMp2402006. Epub 2024 Jun 29.","Johnson V","N Engl J Med","2024","2024/07/05","","","10.1056/NEJMp2402006"
"39588893","A Good Day","Quinn KL, Detsky AS.","N Engl J Med. 2024 Nov 28;391(21):1977-1979. doi: 10.1056/NEJMp2405929. Epub 2024 Nov 23.","Quinn KL","N Engl J Med","2024","2024/11/26","","","10.1056/NEJMp2405929"
"39007539","My First Patient","Ellis MH.","N Engl J Med. 2024 Jul 18;391(3):199-201. doi: 10.1056/NEJMp2402754. Epub 2024 Jul 13.","Ellis MH","N Engl J Med","2024","2024/07/15","","","10.1056/NEJMp2402754"
"39602637","A Diagnostic Sequence","Lee C, Barzilay JR, Ling E, Solomon CG.","N Engl J Med. 2024 Nov 28;391(21):e53. doi: 10.1056/NEJMp2414483.","Lee C","N Engl J Med","2024","2024/11/27","","","10.1056/NEJMp2414483"
"38647052","Beyond Code Status","Aronson L.","N Engl J Med. 2024 Apr 25;390(16):1451-1453. doi: 10.1056/NEJMp2314068. Epub 2024 Apr 20.","Aronson L","N Engl J Med","2024","2024/04/22","","","10.1056/NEJMp2314068"
"38226844","Broken Both Ways","Slavin SD.","N Engl J Med. 2024 Jan 18;390(3):199-201. doi: 10.1056/NEJMp2311650. Epub 2024 Jan 13.","Slavin SD","N Engl J Med","2024","2024/01/16","PMC12758126","NIHMS2118984","10.1056/NEJMp2311650"
"40323312","The Last Dose","Korones DN.","N Engl J Med. 2025 May 8;392(18):1774-1775. doi: 10.1056/NEJMp2415430. Epub 2025 May 3.","Korones DN","N Engl J Med","2025","2025/05/05","","","10.1056/NEJMp2415430"
"40902193","Ultraprocessed Food on an Ultrafast Track","Ludwig DS.","N Engl J Med. 2025 Sep 18;393(11):1046-1049. doi: 10.1056/NEJMp2508694. Epub 2025 Sep 3.","Ludwig DS","N Engl J Med","2025","2025/09/03","","","10.1056/NEJMp2508694"
"40923692","The End of Days","Thomas I.","N Engl J Med. 2025 Sep 11;393(10):945-947. doi: 10.1056/NEJMp2416519. Epub 2025 Sep 6.","Thomas I","N Engl J Med","2025","2025/09/09","","","10.1056/NEJMp2416519"
"40421741","The Meaning of Goodbye","Pisetsky D.","N Engl J Med. 2025 May 29;392(20):1984-1985. doi: 10.1056/NEJMp2416194. Epub 2025 May 24.","Pisetsky D","N Engl J Med","2025","2025/05/27","","","10.1056/NEJMp2416194"
"40126489","The Definition of Failure","Gurney J.","N Engl J Med. 2025 Mar 27;392(12):1151-1153. doi: 10.1056/NEJMp2414167. Epub 2025 Mar 22.","Gurney J","N Engl J Med","2025","2025/03/24","","","10.1056/NEJMp2414167"
"41211924","What Is Hospice?","Brender TD.","N Engl J Med. 2025 Nov 13;393(19):1872-1873. doi: 10.1056/NEJMp2505351. Epub 2025 Nov 8.","Brender TD","N Engl J Med","2025","2025/11/10","","","10.1056/NEJMp2505351"
"38048187","A Deficient Diagnosis","Burke AE, Chang L, Cheung A, Ling E, Solomon CG, Williams S.","N Engl J Med. 2023 Nov 30;389(22):e47. doi: 10.1056/NEJMp2310169.","Burke AE","N Engl J Med","2023","2023/12/04","","","10.1056/NEJMp2310169"
"40720342","Into the Valley of the Sick","Wesloh S.","N Engl J Med. 2025 Jul 31;393(5):421-423. doi: 10.1056/NEJMp2500755. Epub 2025 Jul 26.","Wesloh S","N Engl J Med","2025","2025/07/28","","","10.1056/NEJMp2500755"
"40293173","Routine Surveillance for Cancer Metastases - Does It Help or Harm Patients?","Welch HG, Dossett LA.","N Engl J Med. 2025 May 1;392(17):1667-1670. doi: 10.1056/NEJMp2414159. Epub 2025 Apr 26.","Welch HG","N Engl J Med","2025","2025/04/28","","","10.1056/NEJMp2414159"
"41247062","Pistachio Ice Cream","Kamdar BB.","N Engl J Med. 2025 Nov 20;393(20):1975-1977. doi: 10.1056/NEJMp2506499. Epub 2025 Nov 15.","Kamdar BB","N Engl J Med","2025","2025/11/17","","","10.1056/NEJMp2506499"
"41042199","Standing by Our Colleagues in Gaza - A Plea to the U.S. Medical Community","Sidhwa F, Abu Fraiha Y, Leibowitz A, Kaminski N.","N Engl J Med. 2025 Oct 30;393(17):1664-1667. doi: 10.1056/NEJMp2511588. Epub 2025 Oct 3.","Sidhwa F","N Engl J Med","2025","2025/10/03","","","10.1056/NEJMp2511588"
"41124632","Common Diseases in Clinical Cohorts - Not Always What They Seem","Rahimov F, Jacobs BM, Lee JS, Mahi NA, Blumenfeld A, Alsheikh AJ, Abbasi A, Reppell M, Pivorunas VL, Sigurðsson HJ, Sawcer S, Guay H, Waring JF, Jacob HJ, Smaoui N.","N Engl J Med. 2025 Oct 23;393(16):1589-1598. doi: 10.1056/NEJMoa2405459.","Rahimov F","N Engl J Med","2025","2025/10/22","","","10.1056/NEJMoa2405459"
"38091536","The Predominance of Medicare Advantage","Jacobson G, Blumenthal D.","N Engl J Med. 2023 Dec 14;389(24):2291-2298. doi: 10.1056/NEJMhpr2302315.","Jacobson G","N Engl J Med","2023","2023/12/13","","","10.1056/NEJMhpr2302315"
"38466616","Of Aspirin, Preeclampsia, and Racism","Sacks DA, Incerpi MH.","N Engl J Med. 2024 Mar 14;390(11):968-969. doi: 10.1056/NEJMp2311019. Epub 2024 Mar 9.","Sacks DA","N Engl J Med","2024","2024/03/11","","","10.1056/NEJMp2311019"
"41124279","The Concierge Cure?","Rosenbaum L.","N Engl J Med. 2025 Oct 30;393(17):1746-1750. doi: 10.1056/NEJMms2510427. Epub 2025 Oct 22.","Rosenbaum L","N Engl J Med","2025","2025/10/22","","","10.1056/NEJMms2510427"
"39760329","See the Harm","Buonomo G.","N Engl J Med. 2025 Jan 9;392(2):112-113. doi: 10.1056/NEJMp2409375. Epub 2025 Jan 4.","Buonomo G","N Engl J Med","2025","2025/01/06","","","10.1056/NEJMp2409375"
"39778184","The Pediatrician's Lament","Menzin ER.","N Engl J Med. 2025 Jan 23;392(4):320-321. doi: 10.1056/NEJMp2414640. Epub 2025 Jan 8.","Menzin ER","N Engl J Med","2025","2025/01/08","","","10.1056/NEJMp2414640"
"40586442","The Autopsy Report","Klara K.","N Engl J Med. 2025 Jul 3;393(1):9-11. doi: 10.1056/NEJMp2500646. Epub 2025 Jun 28.","Klara K","N Engl J Med","2025","2025/06/30","","","10.1056/NEJMp2500646"
"41042193","On Bearing Witness","Attar S.","N Engl J Med. 2025 Oct 16;393(15):1459-1461. doi: 10.1056/NEJMp2511323. Epub 2025 Oct 3.","Attar S","N Engl J Med","2025","2025/10/03","","","10.1056/NEJMp2511323"
"40544434","My Brother's Keeper","Budhu JA.","N Engl J Med. 2025 Jun 26;392(24):2399-2401. doi: 10.1056/NEJMp2416250. Epub 2025 Jun 21.","Budhu JA","N Engl J Med","2025","2025/06/22","","","10.1056/NEJMp2416250"
"39927614","My Mother's Choices","Kirsch H.","N Engl J Med. 2025 Feb 13;392(7):629-631. doi: 10.1056/NEJMp2410639. Epub 2025 Feb 8.","Kirsch H","N Engl J Med","2025","2025/02/10","","","10.1056/NEJMp2410639"
"38157507","The IARC Perspective on Alcohol Reduction or Cessation and Cancer Risk","Gapstur SM, Bouvard V, Nethan ST, Freudenheim JL, Abnet CC, English DR, Rehm J, Balbo S, Buykx P, Crabb D, Conway DI, Islami F, Lachenmeier DW, McGlynn KA, Salaspuro M, Sawada N, Terry MB, Toporcov T, Lauby-Secretan B.","N Engl J Med. 2023 Dec 28;389(26):2486-2494. doi: 10.1056/NEJMsr2306723.","Gapstur SM","N Engl J Med","2023","2023/12/29","","","10.1056/NEJMsr2306723"
"40435464","A Burning Question","Li S, Burke AE, Koscal N, Solomon CG.","N Engl J Med. 2025 May 29;392(20):e48. doi: 10.1056/NEJMp2414536.","Li S","N Engl J Med","2025","2025/05/28","","","10.1056/NEJMp2414536"
"40009807","A Swell Diagnosis","Cheung A, Kotanidis CP, Schubach A, Burke AE, Ling E, Tan N, Solomon CG.","N Engl J Med. 2025 Feb 27;392(9):e24. doi: 10.1056/NEJMp2414534.","Cheung A","N Engl J Med","2025","2025/02/26","","","10.1056/NEJMp2414534"
"40757651","ER and Me","Rourke E.","N Engl J Med. 2025 Aug 7;393(6):529-531. doi: 10.1056/NEJMp2502606. Epub 2025 Aug 2.","Rourke E","N Engl J Med","2025","2025/08/04","","","10.1056/NEJMp2502606"
"40689456","Avocado and Salt","Yi G.","N Engl J Med. 2025 Jul 24;393(4):321-323. doi: 10.1056/NEJMp2501214. Epub 2025 Jul 19.","Yi G","N Engl J Med","2025","2025/07/21","","","10.1056/NEJMp2501214"
"41061231","Association of 2024-2025 Covid-19 Vaccine with Covid-19 Outcomes in U.S. Veterans","Cai M, Xie Y, Al-Aly Z.","N Engl J Med. 2025 Oct 23;393(16):1612-1623. doi: 10.1056/NEJMoa2510226. Epub 2025 Oct 8.","Cai M","N Engl J Med","2025","2025/10/08","","","10.1056/NEJMoa2510226"
"41092330","Long-Term Safety and Efficacy of Gene Therapy for Adenosine Deaminase Deficiency","Booth C, Masiuk K, Vazouras K, Fernandes A, Xu-Bayford J, Campo Fernandez B, Roy S, Curio-Penny B, Arnold J, Terrazas D, Reid J, Gilmour KC, Adams S, Alvarez Mediavilla E, Mhaldien L, O'Toole G, Ahmed R, Garabedian E, Malech H, De Ravin SS, Moore TB, De Oliveira S, Pellin D, Lin TY, Dang TT, Cornetta K, Hershfield MS, Hara H, Thrasher AJ, Gaspar HB, Kohn DB.","N Engl J Med. 2025 Oct 16;393(15):1486-1497. doi: 10.1056/NEJMoa2502754.","Booth C","N Engl J Med","2025","2025/10/15","","","10.1056/NEJMoa2502754"
"40902162","Monoclonal Antibodies in the Pathogenesis of Heparin-Induced Thrombocytopenia","Treverton J, Arnold DM, Ivanov DG, Ivetic N, Zhang Y, Ali HA, Clare R, Kaltashov IA, Kelton JG, Nazy I.","N Engl J Med. 2025 Sep 4;393(9):879-886. doi: 10.1056/NEJMoa2507175.","Treverton J","N Engl J Med","2025","2025/09/03","PMC12494375","NIHMS2087514","10.1056/NEJMoa2507175"
"40138560","Vaccinating against Clostridioides difficile Infection","Young VB.","N Engl J Med. 2025 Mar 27;392(12):1237-1240. doi: 10.1056/NEJMcibr2413794.","Young VB","N Engl J Med","2025","2025/03/26","","","10.1056/NEJMcibr2413794"
"39813652","KRAS Oncoprotein Signaling in Cancer","Lito P.","N Engl J Med. 2025 Jan 16;392(3):296-298. doi: 10.1056/NEJMcibr2408099.","Lito P","N Engl J Med","2025","2025/01/15","","","10.1056/NEJMcibr2408099"
"41370804","Understanding How Aspirin Prevents Metastasis","Langley RE, Burn J.","N Engl J Med. 2025 Dec 11;393(23):2368-2371. doi: 10.1056/NEJMcibr2502386.","Langley RE","N Engl J Med","2025","2025/12/10","","","10.1056/NEJMcibr2502386"
"41223362","FDA's New Plausible Mechanism Pathway","Prasad V, Makary MA.","N Engl J Med. 2025 Dec 11;393(23):2365-2367. doi: 10.1056/NEJMsb2512695. Epub 2025 Nov 12.","Prasad V","N Engl J Med","2025","2025/11/12","","","10.1056/NEJMsb2512695"
"40544430","Regulatory Policy to Address Ultraprocessed Foods","Mozaffarian D.","N Engl J Med. 2025 Jun 26;392(24):2393-2396. doi: 10.1056/NEJMp2503241. Epub 2025 Jun 21.","Mozaffarian D","N Engl J Med","2025","2025/06/22","","","10.1056/NEJMp2503241"
"40214037","Extrachromosomal DNA - Amping Up Cancer","Siu LL, Pugh TJ.","N Engl J Med. 2025 Apr 10;392(14):1447-1450. doi: 10.1056/NEJMcibr2415911.","Siu LL","N Engl J Med","2025","2025/04/11","","","10.1056/NEJMcibr2415911"
"40934202","Surprisingly Complex Assemblies from Low-Complexity Domains","Mittag T.","N Engl J Med. 2025 Sep 25;393(12):1235-1238. doi: 10.1056/NEJMcibr2509676. Epub 2025 Sep 11.","Mittag T","N Engl J Med","2025","2025/09/11","","","10.1056/NEJMcibr2509676"
"39964089","The Death of an Unlikable Man","Earnest M.","N Engl J Med. 2025 Feb 20;392(8):733-735. doi: 10.1056/NEJMp2412384. Epub 2025 Feb 15.","Earnest M","N Engl J Med","2025","2025/02/18","","","10.1056/NEJMp2412384"
