pmid,title,authors,journal,pub_date,doi,abstract,article_type
40544432,Cagrilintide-Semaglutide in Adults with Overweight or Obesity and Type 2 Diabetes.,"Davies Melanie J, Bajaj Harpreet S, Broholm Christa, Eliasen Astrid, Garvey W Timothy",The New England journal of medicine,2025 08,10.1056/NEJMoa2502082,"Cagrilintide and semaglutide have each been shown to induce weight loss as monotherapies. Data are needed on the coadministration of cagrilintide and semaglutide (called CagriSema) for weight management in adults with type 2 diabetes, including those in a subgroup who are undergoing continuous glucose monitoring.",Original Article
40544428,"Stem Cell-Derived, Fully Differentiated Islets for Type 1 Diabetes.","Reichman Trevor W, Markmann James F, Odorico Jon, Witkowski Piotr, Fung John J",The New England journal of medicine,2025 09,10.1056/NEJMoa2506549,Zimislecel is an allogeneic stem cell-derived islet-cell therapy. Data on the safety and efficacy of zimislecel in persons with type 1 diabetes are needed.,Original Article
40532178,Neoadjuvant and Adjuvant Pembrolizumab in Locally Advanced Head and Neck Cancer.,"Uppaluri Ravindra, Haddad Robert I, Tao Yungan, Le Tourneau Christophe, Lee Nancy Y",The New England journal of medicine,2025 07,10.1056/NEJMoa2415434,The benefit of the addition of perioperative pembrolizumab to standard care with surgery and adjuvant therapy for patients with locally advanced head and neck squamous-cell carcinoma (HNSCC) is unclear.,Original Article
40532166,Levofloxacin for the Prevention of Multidrug-Resistant Tuberculosis. Reply.,"Hesseling Anneke C, Schaaf H Simon, Purchase Susan E",The New England journal of medicine,2025 09,10.1056/NEJMc2502735,,Correspondence
40532165,Levofloxacin for the Prevention of Multidrug-Resistant Tuberculosis. Reply.,"Fox Greg J, Nhung Nguyen Viet, Marks Guy B",The New England journal of medicine,2025 09,10.1056/NEJMc2502735,,Correspondence
40532164,Levofloxacin for the Prevention of Multidrug-Resistant Tuberculosis.,Wang Mao-Shui,The New England journal of medicine,2025 09,10.1056/NEJMc2502735,,Correspondence
40532163,Levofloxacin for the Prevention of Multidrug-Resistant Tuberculosis.,Lubelchek Ronald,The New England journal of medicine,2025 09,10.1056/NEJMc2502735,,Correspondence
40532162,Levofloxacin for the Prevention of Multidrug-Resistant Tuberculosis.,Malozowski Saul,The New England journal of medicine,2025 09,10.1056/NEJMc2502735,,Correspondence
40532161,Oral Infigratinib Therapy in Children with Achondroplasia. Reply.,"Savarirayan Ravi, Rogoff Daniela",The New England journal of medicine,2025 09,10.1056/NEJMc2504219,,Correspondence
40532160,Oral Infigratinib Therapy in Children with Achondroplasia.,"Rico-Llanos Gustavo, Czyrek Aleksandra A, Krejci Pavel",The New England journal of medicine,2025 09,10.1056/NEJMc2504219,,Correspondence
40532159,Oral Infigratinib Therapy in Children with Achondroplasia.,Bittmann Stefan,The New England journal of medicine,2025 09,10.1056/NEJMc2504219,,Correspondence
40532158,Three Cases of Vertical Transmission of Clade Ib Mpox Virus.,"Vakaniaki Emmanuel Hasivirwe, Kuispond Nono-Raymond Swar, Hirata Yuichiro, Bangwen Eugene, Brosius Isabel",The New England journal of medicine,2025 09,10.1056/NEJMc2503347,,Correspondence
40532152,Bevacizumab and Erlotinib in Hereditary and Sporadic Papillary Kidney Cancer.,"Srinivasan Ramaprasad, Gurram Sandeep, Singer Eric A, Sidana Abhinav, Al Harthy Munjid",The New England journal of medicine,2025 06,10.1056/NEJMoa2200900,"Hereditary leiomyomatosis and renal-cell cancer (HLRCC) is an inherited disorder characterized by germline pathogenic variants in the gene encoding fumarate hydratase and an increased risk of papillary renal-cell carcinoma. No effective therapy is known for patients with advanced HLRCC-associated papillary renal-cell carcinoma, and most patients die from progressive disease.",Correspondence
40521799,Measurable Residual Disease-Guided Therapy for Chronic Lymphocytic Leukemia.,"Munir Talha, Girvan Sean, Cairns David A, Bloor Adrian, Allsup David",The New England journal of medicine,2025 09,10.1056/NEJMoa2504341,An interim analysis of progression-free survival in this trial showed that ibrutinib-venetoclax was superior to fludarabine-cyclophosphamide-rituximab (FCR) among patients with chronic lymphocytic leukemia (CLL). Whether ibrutinib-venetoclax is more effective than ibrutinib alone is unclear.,Original Article
40513032,Graft-versus-Host Disease Prophylaxis with Cyclophosphamide and Cyclosporin.,"Curtis David J, Patil Sushrut S, Reynolds John, Purtill Duncan, Lewis Clinton",The New England journal of medicine,2025 07,10.1056/NEJMoa2503189,Allogeneic peripheral-blood stem-cell transplantation (SCT) from a matched related donor after myeloablative conditioning is the preferred curative treatment for patients with high-risk blood cancers. The combination of a calcineurin inhibitor and an antimetabolite remains standard care for graft-versus-host disease (GVHD) prophylaxis in these patients. Data from two randomized trials have suggested that post-transplantation cyclophosphamide can reduce the risk of GVHD after SCT from a matched d...,Original Article
40513026,Intravenous Rehydration for Severe Acute Malnutrition with Gastroenteritis.,"Maitland Kathryn, Ouattara San Maurice, Sainna Hadiza, Chara Abdullahi, Ogundipe Oluwakemi F",The New England journal of medicine,2025 10,10.1056/NEJMoa2505752,"International recommendations advise against the use of intravenous rehydration therapy in children with severe acute malnutrition because of the concern about fluid overload, but evidence to support this concern is lacking. Given the high mortality associated with the current recommendations, the adoption of intravenous rehydration strategies might improve outcomes.",Correspondence
40513024,Proportional-Assist Ventilation for Minimizing the Duration of Mechanical Ventilation.,"Bosma Karen J, Burns Karen E A, Martin Claudio M, Skrobik Yoanna, Mancebo Cort&#xe9;s Jordi",The New England journal of medicine,2025 09,10.1056/NEJMoa2505708,"In critically ill patients, acceleration of liberation from mechanical ventilation is important in order to reduce the risk of complications and to improve long-term outcomes. Whether the use of proportional-assist ventilation with load-adjustable gain factors (PAV+) results in a shorter time to successful liberation from mechanical ventilation than pressure-support ventilation (PSV) is unclear.",Original Article
40503714,A Crossover Trial of Hospital-Wide Lactated Ringer's Solution versus Normal Saline.,"McIntyre Lauralyn, Fergusson Dean, McArdle Tracy, English Shane, Cook Deborah J",The New England journal of medicine,2025 08,10.1056/NEJMoa2416761,Whether lactated Ringer's solution is clinically superior to normal saline for routine intravenous administration of fluids is uncertain.,Original Article
40503713,A Randomized Trial of Acute Normovolemic Hemodilution in Cardiac Surgery.,"Monaco Fabrizio, Lei Chong, Bonizzoni Matteo Aldo, Efremov Sergey, Morselli Federica",The New England journal of medicine,2025 07,10.1056/NEJMoa2504948,"Patients undergoing cardiac surgery often receive red-cell transfusions, along with the associated risks and costs. Early intraoperative normovolemic hemodilution (i.e., acute normovolemic hemodilution [ANH]) is a blood-conservation technique that entails autologous blood collection before initiation of cardiopulmonary bypass and reinfusion of the collected blood after bypass weaning. More data are needed on whether ANH reduces the number of patients receiving allogeneic red-cell transfusion.",Original Article
40499184,"Case 4-2025: A Man with Syncope, Ankle Swelling, and Abnormal Chest Imaging. Reply.","Restrepo Daniel, Sparks Jeffrey A",The New England journal of medicine,2025 09,10.1056/NEJMc2503283,,Correspondence
40499183,"Case 4-2025: A Man with Syncope, Ankle Swelling, and Abnormal Chest Imaging.","Lipsker Gabriel, Lipsker Dan",The New England journal of medicine,2025 09,10.1056/NEJMc2503283,,Correspondence
40499182,Blinatumomab in Childhood B-Cell Acute Lymphoblastic Leukemia. Reply.,"Gupta Sumit, Rau Rachel E, Loh Mignon L",The New England journal of medicine,2025 09,10.1056/NEJMc2504183,,Correspondence
40499181,Blinatumomab in Childhood B-Cell Acute Lymphoblastic Leukemia.,"Hodder Angus, Vora Ajay, Samarasinghe Sujith",The New England journal of medicine,2025 09,10.1056/NEJMc2504183,,Correspondence
40499180,Long-Term Effects of Empagliflozin in Chronic Kidney Disease. Reply.,"Herrington William G, Staplin Natalie, Haynes Richard",The New England journal of medicine,2025 09,10.1056/NEJMc2504181,,Correspondence
40499179,Long-Term Effects of Empagliflozin in Chronic Kidney Disease.,"Yoshimoto Norifumi, Azegami Tatsuhiko, Hayashi Kaori",The New England journal of medicine,2025 09,10.1056/NEJMc2504181,,Correspondence
40499178,Long-Term Effects of Empagliflozin in Chronic Kidney Disease.,Ilany Jacob,The New England journal of medicine,2025 09,10.1056/NEJMc2504181,,Correspondence
40499177,BCMA-Targeted T-Cell Engager for Autoimmune Hemolytic Anemia after CD19 CAR T-Cell Therapy.,"Zhang Lele, Gao Zhen, Pan Hong, Li Ruonan, Fang Liwei",The New England journal of medicine,2025 09,10.1056/NEJMc2502297,,Correspondence
40499172,Sustained Clinical Benefit of AAV Gene Therapy in Severe Hemophilia B.,"Reiss Ulrike M, Davidoff Andrew M, Tuddenham Edward G D, Chowdary Pratima, McIntosh Jenny",The New England journal of medicine,2025 06,10.1056/NEJMoa2414783,Adeno-associated virus (AAV)-mediated gene therapy has emerged as a promising treatment for hemophilia B. Data on safety and durability from 13 years of follow-up in a cohort of patients who had been successfully treated with scAAV2/8-LP1-hFIXco gene therapy are now available.,Correspondence
40470996,Finerenone with Empagliflozin in Chronic Kidney Disease and Type 2 Diabetes.,"Agarwal Rajiv, Green Jennifer B, Heerspink Hiddo J L, Mann Johannes F E, McGill Janet B",The New England journal of medicine,2025 08,10.1056/NEJMoa2410659,"Limited evidence exists to support the simultaneous initiation of sodium-glucose cotransporter-2 inhibitors and finerenone, a nonsteroidal mineralocorticoid receptor antagonist, in persons with chronic kidney disease and type 2 diabetes.",Original Article
40466086,Case 2-2025: A Man with Loss of Consciousness and a Fall. Reply.,"Azar Sharl S, Shappell Eric F",The New England journal of medicine,2025 09,10.1056/NEJMc2503273,,Correspondence
40466085,Case 2-2025: A Man with Loss of Consciousness and a Fall.,"Zhou Yangzhong, Hu Shikai, Zhao Jiuliang",The New England journal of medicine,2025 09,10.1056/NEJMc2503273,,Correspondence
40466084,Oral Hairy Leukoplakia. Reply.,"Karakioulaki Meropi, Schauer Franziska",The New England journal of medicine,2025 09,10.1056/NEJMc2504743,,Correspondence
40466083,Oral Hairy Leukoplakia.,"Villa Alessandro, Lodolo Michele, Woo Sook Bin",The New England journal of medicine,2025 09,10.1056/NEJMc2504743,,Correspondence
40466082,Fixed-Duration Acalabrutinib Combinations in Untreated Chronic Lymphocytic Leukemia. Reply.,"Brown Jennifer R, Miller Kara, Munugalavadla Veerendra",The New England journal of medicine,2025 09,10.1056/NEJMc2503839,,Correspondence
40466081,Fixed-Duration Acalabrutinib Combinations in Untreated Chronic Lymphocytic Leukemia.,"Mohty Mohamad, Kharfan-Dabaja Mohamed A",The New England journal of medicine,2025 09,10.1056/NEJMc2503839,,Correspondence
40466080,TAVR for Asymptomatic Severe Aortic Stenosis. Reply.,Blankenberg Stefan,The New England journal of medicine,2025 09,10.1056/NEJMc2502177,,Correspondence
40466079,TAVR for Asymptomatic Severe Aortic Stenosis. Reply.,"G&#xe9;n&#xe9;reux Philippe, Schwartz Allan, Leon Martin B",The New England journal of medicine,2025 09,10.1056/NEJMc2502177,,Correspondence
40466078,TAVR for Asymptomatic Severe Aortic Stenosis.,"Barbanti Marco, Costa Giuliano",The New England journal of medicine,2025 09,10.1056/NEJMc2502177,,Correspondence
40466077,TAVR for Asymptomatic Severe Aortic Stenosis.,"Auer Johann, Ankersmit Hendrik J, Auer Lisa",The New England journal of medicine,2025 09,10.1056/NEJMc2502177,,Correspondence
40466076,TAVR for Asymptomatic Severe Aortic Stenosis.,"Toggweiler Stefan, Loretz Lucca, Henzen Christoph",The New England journal of medicine,2025 09,10.1056/NEJMc2502177,,Correspondence
40466075,TAVR for Asymptomatic Severe Aortic Stenosis.,"Hoffman Benjamin U, Ben-Yehuda Ori",The New England journal of medicine,2025 09,10.1056/NEJMc2502177,,Correspondence
40466074,TAVR for Asymptomatic Severe Aortic Stenosis.,"Natale Francesco, Golino Paolo, Cimmino Giovanni",The New England journal of medicine,2025 09,10.1056/NEJMc2502177,,Correspondence
40466073,Bedaquiline Activity against Leprosy.,"Fomba Abdoulaye, Haidara Fadima C, Kodio Mamoudou, Arama Catherine, Cambau Emmanuelle",The New England journal of medicine,2025 09,10.1056/NEJMc2412487,,Correspondence
40466066,A Trial of Trimethoprim-Sulfamethoxazole in Pregnancy to Improve Birth Outcomes.,"Chasekwa Bernard, Munhanzi Fortunate, Madhuyu Lenin, Mbewe Gabriel, Mabika Vincent",The New England journal of medicine,2025 06,10.1056/NEJMoa2408114,Maternal infections underlie several adverse birth outcomes. Whether trimethoprim-sulfamethoxazole prophylaxis during pregnancy will improve birth outcomes is unknown.,Original Article
40466065,Omitting Regional Nodal Irradiation after Response to Neoadjuvant Chemotherapy.,"Mamounas Eleftherios P, Bandos Hanna, White Julia R, Julian Thomas B, Khan Atif J",The New England journal of medicine,2025 06,10.1056/NEJMoa2414859,"The benefit of regional nodal irradiation in the treatment of breast cancer is well established for patients with pathologically positive axillary nodes, but whether it is also beneficial for patients whose nodes become pathologically tumor free (ypN0) after neoadjuvant chemotherapy remains unclear.",Correspondence
40466062,Corynebacterium diphtheriae Outbreak in Migrant Populations in Europe.,"Hoefer Andreas, Seth-Smith Helena, Palma Federica, Schindler Stefanie, Freschi Luca",The New England journal of medicine,2025 06,10.1056/NEJMoa2311981,"A surge of cases of Corynebacterium diphtheriae infection was observed in reception centers for migrants in Europe beginning in the summer of 2022. Most of the cases were cutaneous, although some respiratory cases as well as one death were reported. A pan-European consortium was created to assess the clinical, epidemiologic, and microbiologic features of this outbreak.",Original Article
40459097,Measurable Residual Disease-Guided Therapy in Newly Diagnosed Myeloma.,"Perrot Aurore, Lambert J&#xe9;r&#xf4;me, Hulin Cyrille, Pieragostini Andrea, Karlin Lionel",The New England journal of medicine,2025 07,10.1056/NEJMoa2505133,Measurable residual disease (MRD) is a major prognostic factor in newly diagnosed multiple myeloma. An assessment of an MRD-guided consolidation strategy in patients who are eligible for autologous stem-cell transplantation (ASCT) may be useful.,Original Article
40454646,Tarlatamab in Small-Cell Lung Cancer after Platinum-Based Chemotherapy.,"Mountzios Giannis, Sun Longhua, Cho Byoung Chul, Demirci Umut, Baka Sofia",The New England journal of medicine,2025 07,10.1056/NEJMoa2502099,"Tarlatamab, a bispecific delta-like ligand 3-directed T-cell engager immunotherapy, received accelerated approval for the treatment of patients with previously treated small-cell lung cancer. Whether tarlatamab is more effective than chemotherapy in the treatment of patients whose small-cell lung cancer has progressed during or after initial platinum-based chemotherapy is not known.",Original Article
40454645,"Vepdegestrant, a PROTAC Estrogen Receptor Degrader, in Advanced Breast Cancer.","Campone Mario, De Laurentiis Michelino, Jhaveri Komal, Hu Xichun, Ladoire Sylvain",The New England journal of medicine,2025 08,10.1056/NEJMoa2505725,Vepdegestrant is an oral proteolysis-targeting chimera (PROTAC) estrogen receptor (ER) degrader that directly harnesses the ubiquitin-proteasome system.,Original Article
40454643,Perioperative Durvalumab in Gastric and Gastroesophageal Junction Cancer.,"Janjigian Yelena Y, Al-Batran Salah-Eddin, Wainberg Zev A, Muro Kei, Molena Daniela",The New England journal of medicine,2025 07,10.1056/NEJMoa2503701,"Perioperative FLOT (fluorouracil, leucovorin, oxaliplatin, and docetaxel) is a standard therapy for resectable gastric and gastroesophageal junction adenocarcinomas, but recurrence rates remain high. Immunotherapy plus chemotherapy may improve outcomes.",Correspondence
40454642,Overall Survival with Neoadjuvant Nivolumab plus Chemotherapy in Lung Cancer.,"Forde Patrick M, Spicer Jonathan D, Provencio Mariano, Mitsudomi Tetsuya, Awad Mark M",The New England journal of medicine,2025 08,10.1056/NEJMoa2502931,Neoadjuvant nivolumab plus chemotherapy significantly improved pathological complete response and event-free survival in patients with resectable non-small-cell lung cancer (NSCLC) in a phase 3 trial. Data are needed on overall survival.,Correspondence
40454641,Overall Survival with Inavolisib in PIK3CA-Mutated Advanced Breast Cancer.,"Jhaveri Komal L, Im Seock-Ah, Saura Cristina, Loibl Sibylle, Kalinsky Kevin",The New England journal of medicine,2025 07,10.1056/NEJMoa2501796,"In the phase 3, double-blind, randomized INAVO120 trial, treatment with inavolisib plus palbociclib-fulvestrant led to a significant progression-free survival benefit, as compared with placebo plus palbociclib-fulvestrant, among patients with PIK3CA-mutated, hormone receptor-positive, human epidermal growth factor receptor 2 (HER2)-negative locally advanced or metastatic breast cancer who had had relapse during or within 12 months after completion of adjuvant endocrine therapy.",Correspondence
40454639,Adjuvant Cemiplimab or Placebo in High-Risk Cutaneous Squamous-Cell Carcinoma.,"Rischin Danny, Porceddu Sandro, Day Fiona, Brungs Daniel P, Christie Hayden",The New England journal of medicine,2025 08,10.1056/NEJMoa2502449,Patients who have cutaneous squamous-cell carcinoma with high-risk features are at risk for recurrence after definitive local therapy. The benefit of systemic adjuvant therapy options has not been well established in clinical trials.,Original Article
40454637,First-Line Camizestrant for Emerging ESR1-Mutated Advanced Breast Cancer.,"Bidard Fran&#xe7;ois-Cl&#xe9;ment, Mayer Erica L, Park Yeon Hee, Janni Wolfgang, Ma Cynthia",The New England journal of medicine,2025 08,10.1056/NEJMoa2502929,"Mutations in ESR1 are the most common mechanism of acquired resistance to treatment with an aromatase inhibitor plus a cyclin-dependent kinase 4 and 6 (CDK4/6) inhibitor for advanced breast cancer. Camizestrant, a next-generation selective estrogen-receptor (ER) degrader and complete ER antagonist, has shown antitumor activity in ER-positive advanced breast cancer.",Original Article
40454634,Elinzanetant for Vasomotor Symptoms from Endocrine Therapy for Breast Cancer.,"Cardoso Fatima, Parke Susanne, Brennan Donal J, Briggs Paula, Donders Gilbert",The New England journal of medicine,2025 08,10.1056/NEJMoa2415566,"Women receiving endocrine therapy for hormone receptor (HR)-positive breast cancer or its prevention among those at high risk for breast cancer commonly have vasomotor symptoms. Data are lacking on the effects of elinzanetant, a neurokinin-targeted therapy shown to be effective in treating vasomotor symptoms, in this population.",Original Article
40454632,Trastuzumab Deruxtecan or Ramucirumab plus Paclitaxel in Gastric Cancer.,"Shitara Kohei, Van Cutsem Eric, G&#xfc;m&#xfc;&#x15f; Mahmut, Lonardi Sara, de la Fouchardi&#xe8;re Christelle",The New England journal of medicine,2025 07,10.1056/NEJMoa2503119,"On the basis of phase 2 studies, trastuzumab deruxtecan was approved for patients with human epidermal growth factor receptor 2 (HER2)-positive metastatic gastric cancer or gastroesophageal junction adenocarcinoma who had previously received trastuzumab-based therapy. Ramucirumab plus paclitaxel is also a standard second-line treatment option regardless of HER2 status.",Correspondence
40450658,Structured Exercise after Adjuvant Chemotherapy for Colon Cancer.,"Courneya Kerry S, Vardy Janette L, O'Callaghan Christopher J, Gill Sharlene, Friedenreich Christine M",The New England journal of medicine,2025 07,10.1056/NEJMoa2502760,"Preclinical and observational studies suggest that exercise may improve cancer outcomes. However, definitive level 1 evidence is lacking.",Original Article
40444708,"Encorafenib, Cetuximab, and mFOLFOX6 in BRAF-Mutated Colorectal Cancer.","Elez Elena, Yoshino Takayuki, Shen Lin, Lonardi Sara, Van Cutsem Eric",The New England journal of medicine,2025 06,10.1056/NEJMoa2501912,"First-line treatment with encorafenib plus cetuximab (EC) with or without chemotherapy (oxaliplatin, leucovorin, and fluorouracil [mFOLFOX6]) for BRAF V600E-mutated metastatic colorectal cancer, an aggressive subtype with a poor prognosis, was compared with standard care (chemotherapy with or without bevacizumab) in an open-label, phase 3 trial, which showed significance regarding one of the two primary end points, objective response according to blinded independent central review (odds ratio fo...",Correspondence
40435488,Identification and Treatment of Alcohol Use Disorder. Reply.,Haber Paul S,The New England journal of medicine,2025 05,10.1056/NEJMc2502755,,Correspondence
40435487,Identification and Treatment of Alcohol Use Disorder.,"Bowdring Molly A, Mendelson John, Prochaska Judith J",The New England journal of medicine,2025 09,10.1056/NEJMc2502755,,Correspondence
40435486,Identification and Treatment of Alcohol Use Disorder.,"Braillon Alain, Naudet Florian",The New England journal of medicine,2025 05,10.1056/NEJMc2502755,,Correspondence
40435485,Identification and Treatment of Alcohol Use Disorder.,"Blaney Hanna, Tapper Elliot",The New England journal of medicine,2025 05,10.1056/NEJMc2502755,,Correspondence
40435484,Remibrutinib in Chronic Spontaneous Urticaria. Reply.,"Metz Martin, Haemmerle Sibylle",The New England journal of medicine,2025 05,10.1056/NEJMc2504726,,Correspondence
40435483,Remibrutinib in Chronic Spontaneous Urticaria.,"Babaei Nickoulet, Yang Seanna, Wu Jashin J",The New England journal of medicine,2025 05,10.1056/NEJMc2504726,,Correspondence
40435482,Remibrutinib in Chronic Spontaneous Urticaria.,"Pousada-Fonseca &#xc1;lvaro, Pedreira-Bouzas Jorge",The New England journal of medicine,2025 05,10.1056/NEJMc2504726,,Correspondence
40435481,Remibrutinib in Chronic Spontaneous Urticaria.,"Jilma Bernd, Weiss-Tessbach Matthias",The New England journal of medicine,2025 05,10.1056/NEJMc2504726,,Correspondence
40435480,Colchicine and Spironolactone in Acute Myocardial Infarction. Reply.,"Jolly Sanjit S, d'Entremont Marc-Andr&#xe9;, Mian Rajibul",The New England journal of medicine,2025 05,10.1056/NEJMc2503896,,Correspondence
40435479,Colchicine and Spironolactone in Acute Myocardial Infarction. Reply.,"Jolly Sanjit S, d'Entremont Marc-Andr&#xe9;, Lee Shun Fu",The New England journal of medicine,2025 05,10.1056/NEJMc2503896,,Correspondence
40435478,Colchicine and Spironolactone in Acute Myocardial Infarction.,"Golino Michele, Van Tassell Benjamin, Abbate Antonio",The New England journal of medicine,2025 05,10.1056/NEJMc2503896,,Correspondence
40435477,Colchicine and Spironolactone in Acute Myocardial Infarction.,Kida Yujiro,The New England journal of medicine,2025 05,10.1056/NEJMc2503896,,Correspondence
40435476,Colchicine and Spironolactone in Acute Myocardial Infarction.,"Gu Hong-Qiu, Jiang Yong, Li Hao",The New England journal of medicine,2025 05,10.1056/NEJMc2503896,,Correspondence
40435475,Colchicine and Spironolactone in Acute Myocardial Infarction.,"van Twist Daan J L, Appelboom Yael",The New England journal of medicine,2025 05,10.1056/NEJMc2503896,,Correspondence
40435474,Colchicine and Spironolactone in Acute Myocardial Infarction.,Striessnig J&#xf6;rg,The New England journal of medicine,2025 05,10.1056/NEJMc2503896,,Correspondence
40435473,Daratumumab in Relapsed or Refractory Pediatric Immune Thrombocytopenia.,"Sun Ting, Chen Yunfei, Zhang Lei",The New England journal of medicine,2025 05,10.1056/NEJMc2501527,,Correspondence
40421736,Once-Weekly Mazdutide in Chinese Adults with Obesity or Overweight.,"Ji Linong, Jiang Hongwei, Bi Yan, Li Hua, Tian Junhang",The New England journal of medicine,2025 06,10.1056/NEJMoa2411528,"Evidence suggests that incretin-based dual agonist pharmacotherapy is helpful in persons with obesity. Mazdutide, a glucagon-like peptide-1 and glucagon receptor dual agonist, may have efficacy in persons with overweight or obesity.",Correspondence
40396577,Intravenous Tenecteplase before Thrombectomy in Stroke.,"Qiu Zhongming, Li Fengli, Sang Hongfei, Yuan Guangxiong, Xie Dongjing",The New England journal of medicine,2025 07,10.1056/NEJMoa2503867,The safety and efficacy of treatment with intravenous tenecteplase before endovascular thrombectomy in patients with acute ischemic stroke due to large-vessel occlusion remain uncertain.,Original Article
40388330,As-Needed Albuterol-Budesonide in Mild Asthma.,"LaForce Craig, Albers Frank, Danilewicz Anna, Jeynes-Ellis Allison, Kraft Monica",The New England journal of medicine,2025 07,10.1056/NEJMoa2504544,As-needed use of albuterol-budesonide has been shown to result in a significantly lower risk of severe asthma exacerbation than as-needed use of albuterol alone among patients with moderate-to-severe asthma. Data on albuterol-budesonide in mild asthma are needed.,Original Article
40388329,Nerandomilast in Patients with Progressive Pulmonary Fibrosis.,"Maher Toby M, Assassi Shervin, Azuma Arata, Cottin Vincent, Hoffmann-Vold Anna-Maria",The New England journal of medicine,2025 06,10.1056/NEJMoa2503643,"Nerandomilast (BI 1015550) is an orally administered preferential inhibitor of phosphodiesterase 4B with antifibrotic and immunomodulatory properties. Nerandomilast has been shown to slow the progression of idiopathic pulmonary fibrosis, but an assessment of its effects in other types of progressive pulmonary fibrosis is needed.",Correspondence
40387033,Nerandomilast in Patients with Idiopathic Pulmonary Fibrosis.,"Richeldi Luca, Azuma Arata, Cottin Vincent, Kreuter Michael, Maher Toby M",The New England journal of medicine,2025 06,10.1056/NEJMoa2414108,"Nerandomilast (BI 1015550) is an orally administered preferential inhibitor of phosphodiesterase 4B with antifibrotic and immunomodulatory effects. In a phase 2 trial involving patients with idiopathic pulmonary fibrosis, treatment with nerandomilast stabilized lung function over a period of 12 weeks.",Correspondence
40387025,Navigational Bronchoscopy or Transthoracic Needle Biopsy for Lung Nodules.,"Lentz Robert J, Frederick-Dyer Katherine, Planz Virginia B, Koyama Tatsuki, Aboudara Matthew C",The New England journal of medicine,2025 06,10.1056/NEJMoa2414059,"Each year, millions of pulmonary nodules are identified incidentally or through lung cancer screening, and many involve biopsy to distinguish cancer from benign processes. Both navigational bronchoscopy and computed tomography-guided transthoracic needle biopsy are commonly used in patients undergoing biopsies of peripheral pulmonary nodules, but the relative diagnostic accuracy of these two approaches is unclear.",Original Article
40387020,First-Line Treatment of Pulmonary Sarcoidosis with Prednisone or Methotrexate.,"Kahlmann Vivienne, Janssen Bon&#xe1;s Montse, Moor Catharina C, Grutters Jan C, Mostard R&#xe9;my L M",The New England journal of medicine,2025 07,10.1056/NEJMoa2501443,"Prednisone is currently recommended as the first-line treatment for pulmonary sarcoidosis but is associated with many side effects. Methotrexate, which is recommended as a second-line treatment, appears to have fewer side effects than prednisone but a slower onset of action. Data are needed on the efficacy and side-effect profile of methotrexate as compared with prednisone as first-line treatment for pulmonary sarcoidosis.",Original Article
40373211,Patient-Specific In Vivo Gene Editing to Treat a Rare Genetic Disease.,"Musunuru Kiran, Grandinette Sarah A, Wang Xiao, Hudson Taylor R, Briseno Kevin",The New England journal of medicine,2025 06,10.1056/NEJMoa2504747,"Base editors can correct disease-causing genetic variants. After a neonate had received a diagnosis of severe carbamoyl-phosphate synthetase 1 deficiency, a disease with an estimated 50% mortality in early infancy, we immediately began to develop a customized lipid nanoparticle-delivered base-editing therapy. After regulatory approval had been obtained for the therapy, the patient received two infusions at approximately 7 and 8 months of age. In the 7 weeks after the initial infusion, the patien...",Original Article
40367387,"Alternative Complement Pathway, Iptacopan, and IgA Nephropathy. Reply.","Barratt Jonathan, Perkovic Vlado, Rizk Dana V",The New England journal of medicine,2025 05,10.1056/NEJMc2503117,,Correspondence
40367386,"Alternative Complement Pathway, Iptacopan, and IgA Nephropathy.","Angeletti Andrea, Marasa Maddalena, Cravedi Paolo",The New England journal of medicine,2025 05,10.1056/NEJMc2503117,,Correspondence
40367385,"Alternative Complement Pathway, Iptacopan, and IgA Nephropathy.","Poppelaars Felix, Faria Bernardo, Thurman Joshua M",The New England journal of medicine,2025 05,10.1056/NEJMc2503117,,Correspondence
40367384,Longitudinal Changes in Airway Mucus Plugs and FEV1 in COPD.,"Mettler Sofia K, Nardelli Pietro, Campo Monica Iturrioz, San Jos&#xe9; Est&#xe9;par Rub&#xe9;n, Manapragada Padma P",The New England journal of medicine,2025 09,10.1056/NEJMc2502456,,Correspondence
40367375,Second-Line Antiretroviral Therapy for Children Living with HIV in Africa.,"Musiime Victor, Bwakura-Dangarembizi Mutsa, Szubert Alexander J, Mumbiro Vivian, Mujuru Hilda A",The New England journal of medicine,2025 05,10.1056/NEJMoa2404597,Children living with human immunodeficiency virus (HIV) have limited options for second-line antiretroviral therapy (ART).,Original Article
40367374,"Oveporexton, an Oral Orexin Receptor 2-Selective Agonist, in Narcolepsy Type 1.","Dauvilliers Yves, Plazzi Giuseppe, Mignot Emmanuel, Lammers Gert Jan, Del R&#xed;o Villegas Rafael",The New England journal of medicine,2025 05,10.1056/NEJMoa2405847,"Narcolepsy type 1 is a disorder of hypersomnolence caused by a loss of orexin neurons, which results in low orexin levels in the brain.",Original Article
40367373,Loss of Subsidized Drug Coverage and Mortality among Medicare Beneficiaries.,"Roberts Eric T, Phelan Jessica, Schwartz Aaron L, Meara Ellen, Ruggiero Dominic",The New England journal of medicine,2025 05,10.1056/NEJMsa2414435,"A total of 14 million Medicare beneficiaries receive the Low-Income Subsidy (LIS), which reduces cost sharing in Medicare Part D. Losing the LIS may impede medication access and affect mortality.",Correspondence
